FSR reading, angle [deg], time [ms]
0	177	0	
0	177	51	
0	177	101	
0	177	152	
0	177	202	
0	176	253	
0	176	304	
0	176	355	
0	177	405	
0	177	456	
0	177	506	
0	177	558	
0	175	608	
0	174	659	
0	174	709	
0	175	760	
0	179	811	
0	179	862	
0	179	912	
0	177	963	
0	174	1013	
0	175	1064	
0	171	1115	
0	174	1166	
0	173	1216	
0	172	1267	
0	168	1317	
0	167	1369	
0	174	1419	
0	173	1470	
0	174	1520	
0	172	1571	
0	168	1622	
0	180	1673	
0	188	1723	
0	190	1774	
0	190	1825	
0	190	1875	
0	190	1927	
0	190	1977	
0	190	2028	
0	190	2078	
0	190	2129	
0	191	2180	
0	190	2231	
0	190	2281	
0	190	2332	
0	170	2382	
0	188	2434	
234	186	2485	
290	184	2535	
317	183	2586	
360	183	2636	
387	177	2688	
447	182	2739	
482	182	2789	
561	163	2840	
586	169	2890	
595	180	2941	
602	182	2993	
533	182	3043	
475	180	3094	
243	176	3145	
197	182	3195	
0	180	3247	
0	173	3297	
0	173	3348	
0	336	3398	
0	360	3449	
0	182	3500	
0	182	3551	
0	182	3601	
0	182	3652	
0	183	3703	
0	187	3753	
0	188	3805	
0	360	3855	
0	360	3906	
0	188	3956	
0	189	4007	
0	179	4058	
0	148	4109	
0	143	4159	
0	189	4210	
0	172	4260	
0	190	4312	
0	190	4362	
0	190	4413	
278	187	4464	
336	193	4514	
359	193	4566	
360	187	4616	
372	189	4667	
436	187	4718	
520	172	4768	
545	171	4819	
564	179	4871	
617	173	4921	
642	176	4972	
650	176	5022	
657	176	5073	
658	178	5125	
671	178	5175	
669	178	5226	
658	177	5276	
626	152	5327	
532	172	5379	
476	182	5429	
328	174	5480	
83	179	5531	
115	186	5581	
95	185	5633	
63	185	5683	
0	187	5734	
0	184	5784	
0	184	5835	
0	184	5885	
0	182	5937	
0	162	5988	
0	177	6038	
0	180	6089	
0	184	6139	
0	184	6191	
0	186	6241	
0	168	6292	
0	151	6342	
0	171	6393	
0	171	6444	
226	168	6495	
231	152	6546	
315	182	6596	
355	359	6647	
390	345	6697	
417	180	6749	
446	359	6800	
475	177	6850	
500	175	6901	
558	174	6952	
595	173	7003	
703	173	7054	
736	167	7104	
736	172	7155	
724	157	7206	
697	166	7257	
584	151	7308	
513	167	7358	
424	174	7409	
373	360	7460	
219	171	7511	
231	360	7562	
218	340	7613	
206	358	7663	
205	356	7714	
204	157	7764	
