0.00	-20.26	0.00	3925524.00	
0.00	-20.26	0.00	3925640.00	
0.00	-20.26	0.00	3925755.00	
0.00	-20.26	0.00	3925870.00	
0.00	-20.26	0.00	3925986.00	
0.00	-20.26	0.00	3926102.00	
0.00	-20.26	0.00	3926217.00	
0.00	-20.26	0.00	3926333.00	
0.00	-20.26	0.00	3926449.00	
0.00	-20.26	0.00	3926563.00	
0.00	-20.26	0.00	3926679.00	
0.00	-20.26	0.00	3926795.00	
0.00	-20.26	0.00	3926910.00	
0.00	-20.26	0.00	3927026.00	
0.00	-20.26	0.00	3927142.00	
0.00	-20.26	0.00	3927257.00	
0.00	-20.26	0.00	3927372.00	
0.00	-20.26	0.00	3927488.00	
0.00	-20.26	0.00	3927604.00	
0.00	-20.26	0.00	3927718.00	
0.00	-20.26	0.00	3927834.00	
0.00	-20.26	0.00	3927950.00	
0.00	-20.26	0.00	3928066.00	
0.00	-20.26	0.00	3928181.00	
0.00	-20.26	0.00	3928296.00	
0.00	-20.26	0.00	3928412.00	
0.00	-20.26	0.00	3928527.00	
0.00	-20.26	0.00	3928643.00	
0.00	-20.26	0.00	3928759.00	
0.00	-20.26	0.00	3928873.00	
0.00	-20.26	0.00	3928989.00	
0.00	-20.26	0.00	3929105.00	
0.00	-20.26	0.00	3929221.00	
0.00	-20.26	0.00	3929336.00	
0.00	-20.26	0.00	3929451.00	
0.00	-20.26	0.00	3929567.00	
0.00	-20.26	0.00	3929682.00	
0.00	-20.26	0.00	3929798.00	
0.00	-20.26	0.00	3929914.00	
0.00	-20.26	0.00	3930029.00	
0.00	-20.26	0.00	3930144.00	
0.00	-20.26	0.00	3930260.00	
0.00	-20.26	0.00	3930376.00	
0.00	-20.26	0.00	3930491.00	
0.00	-20.26	0.00	3930606.00	
0.00	-20.26	0.00	3930722.00	
0.00	-20.26	0.00	3930838.00	
0.00	-20.26	0.00	3930953.00	
0.00	-20.26	0.00	3931069.00	
0.00	-20.26	0.00	3931184.00	
0.00	-20.26	0.00	3931299.00	
0.00	-20.26	0.00	3931415.00	
0.00	-20.26	0.00	3931531.00	
0.00	-20.26	0.00	3931646.00	
0.00	-20.26	0.00	3931762.00	
0.00	-20.26	0.00	3931877.00	
0.00	-20.26	0.00	3931993.00	
0.00	-20.26	0.00	3932108.00	
0.00	-20.26	0.00	3932224.00	
0.00	-20.26	0.00	3932340.00	
0.00	-20.26	0.00	3932454.00	
0.00	-20.26	0.00	3932570.00	
0.00	-20.26	0.00	3932686.00	
0.00	-20.26	0.00	3932802.00	
0.00	-20.26	0.00	3932916.00	
0.00	-20.26	0.00	3933032.00	
0.00	-20.26	0.00	3933148.00	
0.00	-20.26	0.00	3933263.00	
0.00	-20.26	0.00	3933378.00	
0.00	-20.26	0.00	3933494.00	
0.00	-20.26	0.00	3933609.00	
0.00	-20.26	0.00	3933725.00	
0.00	-20.26	0.00	3933840.00	
0.00	-20.26	0.00	3933956.00	
0.00	-20.26	0.00	3934071.00	
0.00	-20.26	0.00	3934187.00	
0.00	-20.26	0.00	3934303.00	
0.00	-20.26	0.00	3934417.00	
0.00	-20.26	0.00	3934533.00	
0.00	-20.26	0.00	3934649.00	
0.00	-20.26	0.00	3934765.00	
0.00	-20.26	0.00	3934880.00	
0.00	-20.26	0.00	3934995.00	
0.00	-20.26	0.00	3935111.00	
0.00	-20.26	0.00	3935226.00	
0.00	-20.26	0.00	3935342.00	
0.00	-20.26	0.00	3935457.00	
0.00	-20.26	0.00	3935572.00	
0.00	-20.26	0.00	3935688.00	
0.00	-20.26	0.00	3935804.00	
0.00	-20.26	0.00	3935920.00	
0.00	-20.26	0.00	3936035.00	
0.00	-20.26	0.00	3936150.00	
0.00	-20.26	0.00	3936266.00	
0.00	-20.26	0.00	3936381.00	
0.00	-20.26	0.00	3936497.00	
0.00	-20.26	0.00	3936612.00	
0.00	-20.26	0.00	3936728.00	
0.00	-20.26	0.00	3936843.00	
0.00	-20.26	0.00	3936959.00	
0.00	-20.26	0.00	3937074.00	
0.00	-20.26	0.00	3937189.00	
0.00	-20.26	0.00	3937305.00	
0.00	-20.26	0.00	3937421.00	
0.00	-20.26	0.00	3937536.00	
0.00	-20.26	0.00	3937651.00	
0.00	-20.26	0.00	3937767.00	
0.00	-20.26	0.00	3937883.00	
0.00	-20.26	0.00	3937997.00	
0.00	-20.26	0.00	3938113.00	
0.00	-20.26	0.00	3938229.00	
0.00	-20.26	0.00	3938344.00	
0.00	-20.26	0.00	3938459.00	
0.00	-20.26	0.00	3938575.00	
0.00	-20.26	0.00	3938691.00	
0.00	-20.26	0.00	3938806.00	
0.00	-20.26	0.00	3938921.00	
0.00	-20.26	0.00	3939037.00	
0.00	-20.26	0.00	3939152.00	
0.00	-20.26	0.00	3939268.00	
0.00	-20.26	0.00	3939384.00	
0.00	-20.26	0.00	3939499.00	
0.00	-20.26	0.00	3939614.00	
0.00	-20.26	0.00	3939730.00	
0.00	-20.26	0.00	3939846.00	
0.00	-20.26	0.00	3939960.00	
0.00	-20.26	0.00	3940076.00	
0.00	-20.26	0.00	3940192.00	
0.00	-20.26	0.00	3940307.00	
0.00	-20.26	0.00	3940422.00	
0.00	-20.26	0.00	3940538.00	
0.00	-20.26	0.00	3940654.00	
0.00	-20.26	0.00	3940769.00	
0.00	-20.26	0.00	3940885.00	
0.00	-20.26	0.00	3941000.00	
0.00	-20.26	0.00	3941115.00	
0.00	-20.26	0.00	3941231.00	
0.00	-20.26	0.00	3941347.00	
0.00	-20.26	0.00	3941462.00	
0.00	-20.26	0.00	3941577.00	
