0.00	0.00	
0.04	0.00	
0.09	0.00	
0.13	0.00	
0.18	0.00	
0.22	0.00	
0.26	0.00	
0.31	0.00	
0.35	0.00	
0.40	0.00	
0.44	0.00	
0.48	0.00	
0.57	0.00	
0.62	0.00	
0.66	0.00	
0.75	0.00	
0.79	0.00	
0.83	0.00	
0.88	0.00	
0.97	0.00	
1.01	0.00	
1.10	0.00	
1.14	0.00	
1.19	0.00	
1.23	0.00	
1.32	0.00	
1.36	0.00	
1.41	0.00	
1.45	0.00	
1.54	0.00	
1.58	0.00	
1.67	0.00	
1.71	0.00	
1.76	0.00	
1.85	0.00	
1.89	0.00	
1.98	0.00	
2.02	0.00	
2.11	0.00	
2.15	0.00	
2.24	0.00	
2.29	0.00	
2.37	0.00	
2.42	0.00	
2.46	0.00	
2.55	0.00	
2.59	0.00	
2.68	0.00	
2.72	0.00	
2.81	0.00	
2.86	0.00	
2.94	0.00	
2.99	0.00	
3.08	0.00	
3.12	0.00	
3.21	0.00	
3.25	0.00	
3.34	0.00	
3.43	0.00	
3.47	0.00	
3.56	0.00	
3.60	0.00	
3.69	0.00	
3.74	0.00	
3.82	0.00	
3.91	0.00	
3.96	0.00	
4.04	0.00	
4.09	0.00	
4.17	0.00	
4.22	0.00	
4.31	0.00	
4.35	0.00	
4.44	0.00	
4.48	0.00	
4.57	0.00	
4.61	0.00	
4.66	0.00	
4.75	0.00	
4.79	-0.14	
4.88	-0.29	
4.97	-0.37	
5.01	-0.44	
5.05	-0.52	
5.10	-0.60	
5.14	-0.67	
5.19	-0.67	
5.19	-0.75	
5.23	-0.75	
5.23	-0.75	
5.23	-0.75	
5.23	-0.75	
5.23	-0.83	
5.27	-0.83	
5.27	-0.90	
5.32	-0.90	
5.32	-0.98	
5.36	-1.06	
5.41	-1.06	
5.41	-1.13	
5.45	-1.13	
5.45	-1.13	
5.45	-1.13	
5.45	-1.13	
5.45	-1.21	
5.49	-1.21	
5.49	-1.29	
5.54	-1.29	
5.54	-1.36	
5.58	-1.44	
5.63	-1.44	
5.63	-1.52	
5.67	-1.52	
5.67	-1.59	
5.71	-1.59	
5.71	-1.59	
5.71	-1.67	
5.76	-1.67	
5.76	-1.67	
5.76	-1.75	
5.80	-1.75	
5.80	-1.82	
5.84	-1.82	
5.84	-1.90	
5.89	-1.90	
5.89	-1.90	
5.89	-1.90	
5.89	-1.90	
5.89	-1.90	
5.89	-1.90	
5.89	-1.98	
5.93	-1.98	
5.93	-1.98	
5.93	-1.98	
5.93	-2.05	
5.98	-2.05	
5.98	-2.13	
6.02	-2.13	
6.02	-2.21	
6.06	-2.28	
6.11	-2.28	
6.11	-2.36	
6.15	-2.36	
6.15	-2.36	
6.15	-2.44	
6.20	-2.44	
6.20	-2.44	
6.20	-2.51	
6.24	-2.51	
6.24	-2.51	
6.24	-2.51	
6.24	-2.51	
6.24	-2.44	
6.20	-2.28	
6.11	-2.05	
5.98	-1.98	
5.93	-1.90	
5.89	-1.90	
5.89	-1.90	
5.89	-2.05	
5.98	-2.28	
6.11	-2.36	
6.15	-2.44	
6.20	-2.44	
6.20	-2.44	
6.20	-2.44	
6.20	-2.44	
6.20	-2.44	
6.20	-2.51	
6.24	-2.51	
6.24	-2.51	
6.24	-2.59	
6.28	-2.59	
6.28	-2.67	
6.33	-2.67	
6.33	-2.74	
6.37	-2.74	
6.37	-2.74	
6.37	-2.74	
6.37	-2.82	
6.42	-2.82	
6.42	-2.82	
6.42	-2.90	
6.46	-2.90	
6.46	-2.97	
6.50	-2.97	
6.50	-3.05	
6.55	-3.05	
6.55	-3.13	
6.59	-3.20	
6.64	-3.28	
6.68	-3.28	
6.68	-3.36	
6.72	-3.43	
6.77	-3.43	
6.77	-3.51	
6.81	-3.59	
6.86	-3.66	
6.90	-3.74	
6.94	-3.82	
6.99	-3.82	
6.99	-3.80	
7.03	-3.78	
7.08	-3.76	
7.12	-3.73	
7.16	-3.71	
7.21	-3.69	
7.25	-3.64	
7.34	-3.62	
7.38	-3.59	
7.43	-3.55	
7.51	-3.53	
