0.00	1.89	0.00	820105.00	
0.00	1.89	0.00	820213.00	
0.00	1.89	0.00	820322.00	
0.00	1.89	0.00	820429.00	
0.00	1.89	0.00	820538.00	
0.00	1.89	0.00	820646.00	
0.00	1.89	0.00	820755.00	
0.00	1.89	0.00	820864.00	
0.00	1.89	0.00	820972.00	
0.00	1.89	0.00	821080.00	
0.00	1.89	0.00	821188.00	
0.00	1.89	0.00	821297.00	
0.00	1.89	0.00	821405.00	
0.00	1.89	0.00	821514.00	
0.00	1.85	-0.01	821629.00	
0.00	1.85	-0.01	821741.00	
0.00	1.85	-0.01	821854.00	
0.00	1.85	-0.01	821966.00	
0.00	1.85	-0.01	822079.00	
0.00	1.85	-0.01	822192.00	
0.00	1.85	-0.01	822304.00	
0.00	1.85	-0.01	822417.00	
0.00	1.85	-0.01	822529.00	
0.00	1.85	-0.01	822641.00	
0.00	1.85	-0.01	822754.00	
0.00	1.85	-0.01	822866.00	
0.00	1.85	-0.01	822979.00	
0.00	1.85	-0.01	823091.00	
0.00	1.85	-0.01	823203.00	
0.00	1.85	-0.01	823316.00	
0.00	1.85	-0.01	823429.00	
0.00	1.85	-0.01	823541.00	
0.00	1.85	-0.01	823653.00	
0.00	1.85	-0.01	823766.00	
0.00	1.85	-0.01	823878.00	
0.00	1.85	-0.01	823991.00	
0.00	1.85	-0.01	824103.00	
0.00	1.85	-0.01	824216.00	
0.00	1.85	-0.01	824329.00	
0.00	1.85	-0.01	824441.00	
0.00	1.85	-0.01	824554.00	
0.00	1.85	-0.01	824667.00	
0.00	1.85	0.00	824775.00	
0.00	1.85	0.00	824884.00	
0.00	1.85	0.00	824991.00	
0.00	1.85	0.00	825100.00	
0.00	1.85	0.00	825208.00	
0.00	1.85	0.00	825317.00	
0.00	1.85	0.00	825425.00	
0.00	1.85	0.00	825533.00	
0.00	1.85	0.00	825641.00	
0.00	1.85	0.00	825750.00	
0.00	1.85	0.00	825858.00	
0.00	1.85	0.00	825966.00	
0.00	1.85	0.00	826075.00	
0.00	1.85	0.00	826182.00	
0.00	1.85	0.00	826291.00	
0.00	1.85	0.00	826399.00	
0.00	1.85	0.00	826508.00	
0.00	1.85	0.00	826615.00	
0.00	1.85	0.00	826724.00	
0.00	1.85	0.00	826832.00	
0.00	1.85	0.00	826940.00	
0.00	1.85	0.00	827048.00	
0.00	1.85	0.00	827157.00	
0.00	1.85	0.00	827266.00	
0.00	1.85	0.00	827373.00	
0.00	1.85	0.00	827482.00	
0.00	1.85	0.00	827590.00	
