425	3	55392	
440	2	55406	
446	2	55420	
452	1	55435	
459	1	55449	
456	1	55464	
449	1	55479	
439	0	55493	
433	0	55507	
441	0	55522	
450	0	55537	
454	0	55552	
467	0	55566	
458	0	55580	
456	0	55596	
433	0	55610	
412	0	55624	
411	0	55639	
412	0	55653	
412	0	55668	
415	0	55683	
418	0	55697	
422	0	55711	
428	0	55727	
428	0	55741	
429	0	55755	
407	0	55770	
400	0	55784	
395	0	55799	
395	0	55814	
405	0	55828	
413	0	55842	
413	0	55858	
408	0	55872	
409	0	55886	
399	0	55901	
397	0	55915	
386	0	55930	
371	0	55945	
353	0	55959	
350	0	55973	
357	0	55988	
363	0	56003	
366	0	56017	
361	0	56032	
350	0	56046	
345	0	56061	
337	0	56076	
335	0	56090	
335	0	56104	
330	0	56119	
332	0	56134	
332	0	56148	
326	0	56163	
323	0	56177	
321	0	56193	
317	0	56207	
325	0	56221	
330	0	56236	
331	0	56250	
333	0	56265	
335	0	56280	
331	0	56294	
330	0	56308	
328	0	56324	
326	0	56338	
323	0	56352	
318	0	56367	
318	0	56381	
327	0	56396	
327	0	56411	
326	0	56425	
324	0	56439	
313	0	56454	
309	0	56469	
304	0	56483	
272	0	56498	
258	2	56512	
242	7	56527	
249	6	56542	
265	7	56556	
279	7	56570	
362	7	56585	
387	7	56600	
403	7	56614	
437	7	56629	
512	7	56643	
540	7	56658	
553	7	56673	
559	8	56687	
583	9	56701	
642	9	56716	
663	10	56732	
665	10	56748	
668	10	56763	
679	10	56778	
685	10	56795	
685	11	56810	
691	10	56825	
694	10	56841	
694	11	56857	
696	11	56872	
695	12	56888	
695	12	56903	
690	12	56919	
685	12	56935	
692	11	56950	
703	11	56966	
709	11	56981	
719	12	56997	
725	12	57013	
722	12	57028	
713	12	57043	
706	12	57060	
714	13	57075	
716	13	57091	
718	13	57106	
711	13	57122	
728	9	57137	
735	9	57151	
736	9	57165	
732	9	57180	
727	9	57195	
731	9	57209	
730	9	57224	
734	10	57239	
736	9	57253	
738	9	57269	
739	9	57283	
738	9	57297	
742	9	57312	
743	9	57327	
738	9	57341	
731	9	57356	
738	9	57370	
741	9	57384	
744	9	57400	
744	9	57414	
750	9	57428	
747	9	57443	
748	9	57458	
744	9	57473	
750	9	57487	
753	9	57501	
754	9	57516	
756	9	57531	
758	9	57545	
764	9	57560	
768	9	57574	
775	9	57589	
774	9	57604	
776	9	57618	
771	9	57632	
775	9	57647	
782	9	57662	
767	9	57676	
749	9	57691	
699	8	57705	
656	8	57719	
594	8	57735	
548	8	57749	
484	8	57763	
485	8	57778	
490	8	57793	
447	8	57807	
434	8	57822	
395	8	57836	
387	8	57850	
366	7	57866	
284	6	57880	
253	4	57894	
254	3	57909	
254	2	57924	
257	1	57938	
182	1	57953	
149	0	57967	
145	0	57981	
152	0	57997	
158	0	58011	
173	0	58025	
177	0	58040	
186	0	58055	
184	0	58070	
181	0	58084	
179	0	58098	
183	0	58113	
181	0	58128	
185	0	58142	
186	0	58157	
188	0	58171	
189	0	58185	
191	0	58201	
201	0	58215	
208	0	58229	
211	0	58244	
215	0	58259	
217	0	58273	
217	0	58288	
227	0	58302	
228	0	58316	
224	0	58332	
230	0	58346	
232	0	58360	
235	0	58375	
236	0	58390	
238	0	58404	
236	0	58419	
231	0	58433	
229	0	58447	
233	0	58463	
230	0	58477	
237	0	58491	
235	0	58506	
238	0	58521	
237	0	58535	
241	0	58550	
241	0	58564	
242	0	58578	
246	0	58594	
245	0	58608	
237	0	58622	
233	0	58637	
237	0	58651	
240	0	58667	
241	0	58681	
241	0	58695	
233	0	58710	
229	0	58725	
228	0	58739	
240	0	58754	
248	0	58768	
251	0	58782	
260	0	58798	
265	0	58812	
255	0	58826	
256	0	58841	
262	0	58856	
259	0	58870	
259	0	58885	
260	0	58899	
265	0	58913	
267	0	58929	
264	0	58943	
263	0	58957	
262	0	58972	
270	0	58987	
270	0	59001	
267	0	59016	
276	0	59030	
282	0	59044	
286	0	59060	
285	0	59074	
280	0	59088	
279	0	59103	
273	0	59117	
269	3	59132	
264	3	59147	
265	3	59161	
270	3	59175	
279	3	59191	
283	3	59205	
288	3	59219	
290	3	59234	
294	3	59248	
289	3	59264	
289	3	59278	
288	3	59292	
284	3	59307	
290	3	59322	
286	3	59336	
272	3	59351	
254	3	59365	
248	3	59379	
243	3	59395	
237	3	59409	
235	3	59423	
228	3	59438	
226	3	59453	
226	3	59467	
225	3	59482	
237	3	59496	
230	3	59510	
226	3	59526	
208	3	59540	
197	3	59554	
197	3	59569	
197	3	59583	
195	3	59598	
192	3	59613	
192	3	59627	
199	3	59641	
202	3	59657	
179	3	59671	
79	2	59684	
109	2	59699	
113	2	59713	
113	2	59728	
108	2	59743	
111	2	59757	
101	2	59771	
82	2	59786	
93	2	59799	
102	2	59813	
141	2	59828	
157	3	59842	
124	2	59857	
137	2	59872	
145	0	59886	
139	0	59900	
127	1	59915	
120	0	59930	
126	0	59944	
139	0	59959	
260	0	59973	
256	0	59988	
281	0	60003	
337	0	60017	
401	0	60032	
434	0	60046	
458	1	60061	
492	1	60076	
527	2	60090	
556	3	60104	
562	3	60120	
568	4	60134	
570	5	60148	
575	6	60163	
590	6	60177	
591	7	60192	
